------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;voll.;2,751;1,558;1,193;2,101;1,234;867;191;115;76;90;56;34;42;26;16;23;15;8;15;8;7;21;10;11
------;Straftaten insgesamt;5974;Soest;K;voll.;3,137;1,768;1,369;2,408;1,404;1,004;234;132;102;100;48;52;67;46;21;33;24;9;18;9;9;16;5;11
------;Straftaten insgesamt;5978;Unna;K;voll.;4,348;2,359;1,989;3,294;1,814;1,480;302;193;109;133;85;48;74;47;27;48;34;14;17;13;4;30;14;16
------;Straftaten insgesamt;6411;Darmstadt;KfS;voll.;1,495;842;653;1,174;673;501;97;58;39;36;25;11;20;11;9;14;7;7;20;12;8;7;3;4
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;voll.;12,041;7,575;4,466;10,036;6,425;3,611;720;422;298;294;190;104;185;101;84;94;56;38;66;41;25;81;34;47
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;voll.;1,360;710;650;1,101;590;511;100;56;44;37;21;16;23;11;12;17;11;6;8;4;4;15;9;6
------;Straftaten insgesamt;6414;Wiesbaden;KfS;voll.;4,032;2,162;1,870;3,246;1,776;1,470;276;157;119;125;75;50;65;35;30;40;22;18;22;14;8;24;11;13
------;Straftaten insgesamt;6431;Bergstraße;LK;voll.;1,331;695;636;1,071;561;510;122;69;53;48;30;18;22;10;12;21;15;6;16;9;7;15;5;10
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;voll.;1,620;869;751;1,289;683;606;146;79;67;58;33;25;25;13;12;28;13;15;15;11;4;20;9;11
------;Straftaten insgesamt;6433;Groß-Gerau;LK;voll.;2,426;1,307;1,119;1,927;1,038;889;183;110;73;84;53;31;41;23;18;26;17;9;9;6;3;23;11;12
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;voll.;1,728;922;806;1,323;705;618;138;78;60;48;26;22;37;19;18;24;17;7;13;7;6;16;9;7
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;voll.;2,837;1,414;1,423;2,241;1,106;1,135;257;134;123;87;45;42;63;38;25;45;28;17;23;12;11;39;11;28
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;voll.;1,944;1,074;870;1,563;858;705;190;91;99;77;36;41;34;18;16;31;15;16;20;8;12;28;14;14
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;voll.;696;353;343;543;278;265;66;43;23;25;17;8;18;12;6;9;5;4;4;3;1;10;6;4
------;Straftaten insgesamt;6438;Offenbach;LK;voll.;2,301;1,269;1,032;1,815;989;826;205;120;85;74;49;25;48;25;23;42;26;16;17;9;8;24;11;13
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;voll.;1,131;600;531;876;458;418;80;53;27;32;20;12;21;16;5;13;7;6;2;2;0;12;8;4
------;Straftaten insgesamt;6440;Wetteraukreis;LK;voll.;2,223;1,268;955;1,752;999;753;183;100;83;78;38;40;41;27;14;38;20;18;5;3;2;21;12;9
------;Straftaten insgesamt;6531;Gießen;LK;voll.;2,779;1,627;1,152;2,169;1,329;840;168;120;48;86;64;22;27;21;6;20;15;5;13;9;4;22;11;11
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;voll.;1,775;956;819;1,383;763;620;144;91;53;63;44;19;39;19;20;16;13;3;14;8;6;12;7;5
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;voll.;1,364;721;643;1,035;553;482;106;58;48;53;31;22;25;15;10;18;7;11;2;1;1;8;4;4
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;voll.;2,133;1,266;867;1,680;1,000;680;146;88;58;46;30;16;35;24;11;24;13;11;13;6;7;28;15;13
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;voll.;1,018;604;414;843;518;325;101;49;52;41;24;17;21;9;12;14;11;3;3;1;2;22;4;18
------;Straftaten insgesamt;6611;Kassel;KfS;voll.;3,261;1,858;1,403;2,597;1,500;1,097;191;110;81;78;50;28;48;28;20;24;10;14;21;15;6;20;7;13
------;Straftaten insgesamt;6631;Fulda;LK;voll.;1,543;896;647;1,256;740;516;135;79;56;55;31;24;34;21;13;21;14;7;10;5;5;15;8;7
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;voll.;974;559;415;777;448;329;112;68;44;37;20;17;26;12;14;27;19;8;7;4;3;15;13;2
------;Straftaten insgesamt;6633;Kassel;LK;voll.;1,587;881;706;1,228;681;547;141;98;43;72;58;14;24;22;2;21;7;14;10;6;4;14;5;9
------;Straftaten insgesamt;6634;Schwalm-Eder-Kreis;LK;voll.;1,597;855;742;1,294;697;597;249;131;118;65;35;30;57;33;24;45;22;23;37;18;19;45;23;22
------;Straftaten insgesamt;6635;Waldeck-Frankenberg;LK;voll.;1,165;634;531;898;500;398;101;64;37;42;28;14;25;18;7;14;7;7;11;7;4;9;4;5
------;Straftaten insgesamt;6636;Werra-Meißner-Kreis;LK;voll.;801;415;386;586;318;268;86;55;31;32;19;13;22;12;10;12;8;4;9;8;1;11;8;3
------;Straftaten insgesamt;7111;Koblenz;KfS;voll.;1,854;1,123;731;1,514;928;586;119;75;44;40;29;11;40;25;15;20;14;6;12;5;7;7;2;5
------;Straftaten insgesamt;7131;Ahrweiler;LK;voll.;1,262;731;531;1,054;609;445;158;94;64;68;39;29;38;26;12;17;11;6;15;9;6;20;9;11
------;Straftaten insgesamt;7132;Altenkirchen (Westerwald);LK;voll.;1,292;711;581;1,038;575;463;121;68;53;49;29;20;33;18;15;12;4;8;15;12;3;12;5;7
------;Straftaten insgesamt;7133;Bad Kreuznach;LK;voll.;1,660;924;736;1,293;737;556;131;82;49;65;43;22;25;16;9;17;11;6;11;7;4;13;5;8
------;Straftaten insgesamt;7134;Birkenfeld;LK;voll.;902;486;416;675;369;306;54;31;23;21;13;8;17;7;10;5;4;1;5;2;3;6;5;1
------;Straftaten insgesamt;7135;Cochem-Zell;LK;voll.;474;241;233;398;206;192;42;24;18;19;12;7;11;6;5;3;0;3;3;1;2;6;5;1
------;Straftaten insgesamt;7137;Mayen-Koblenz;LK;voll.;1,998;1,097;901;1,577;846;731;164;98;66;63;45;18;41;23;18;21;13;8;18;10;8;21;7;14
